Description,location,Carpet_Area_sqft,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car_Parking,Ownership,Price__in_rupees_
"This attractive 3 BHK apartment can be found for sale in Sector 79, Faridabad. It is housed in the well-planned Omaxe Royal Residency township in an advantageous location. This flat for sale is just the type of property you have been searching for! This apartment in one of the significant areas of Sector 79 is ready to move, and can be purchased at the best price of INR 1 Cr. The possession date of the property is Dec '21. The flat is furnished and makes for an ideal choice for any family. vipul plaza are some of the key nearby landmarks.",faridabad,1750,Ready to Move,7,New Property,Furnished,North - East,Main Road,Omaxe Royal Residency,3,3,1,Freehold,"5935"
"Discover this immaculate 4 BHK flat for sale at the pristine Sector 81 in Faridabad. Enjoying a prime location, this property is housed in the Bptp Eden Estate Sector 81 society. This flat for sale is a choice property. Available at a reasonable selling price of INR 1.45 Cr, this ready to move apartment in Sector 81 is a great buy. The flat is furnished and is suitable for any family size. near sector 14 and omaxe world street faridabad are a few nearby landmarks.",faridabad,2250,Ready to Move,4,New Property,Furnished,East,"Garden/Park, Main Road",Bptp Eden Estate Sector 81,4,2,2,Freehold,"5940"
Discover this immaculate 3 BHK flat for sale at the pristine Shilaj in Ahmedabad. Situated in the excellent Jayshri J9 township. The flat enjoys a prime location. Invest your valuable money in this flat that is for resale. This ready to move flat in Shilaj is available for a reasonable price of INR 1.70 Cr. This contemporary apartment is furnished. This 3 BHK flat boasts of being in close proximity to significant landmarks like thaltej shilaj road that enhance the overall living experience.,ahmedabad,1800,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Jayshri j9,3,1,1,Freehold,"5986"
"Creatively planned and constructed is a 4 BHK flat for sale in Sector 48, Gurgaon. This flat is situated within the renown township of Aaron Ville. This flat for sale has a desirable location. This ready to move flat located in Sector 48 is available for purchase at a fair price of INR 1.80 Cr. This immaculate flat boasts of coming in furnished form which takes the entire deal to the next level. near tatvam villas, vega school are some of the key nearby landmarks.",gurgaon,2800,Ready to Move,1,New Property,Furnished,North - East,Garden/Park,Aaron Ville,4,4,2,Freehold,"6000"
"Up for immediate sale is a 4 BHK apartment in Esencia, Gurgaon. Don't miss this bargain flat for sale. It is in a prime location within the Ansal Api Esencia. This flat for sale is a choice property. Available at a reasonable selling price of INR 1.80 Cr, this ready to move apartment in Esencia is a great buy. This premium furnished flat spells quality and comfort at a competitive price. The property is strategically placed near prominent places as near 66 hub which make for the smooth living of residents.",gurgaon,2800,Ready to Move,1,New Property,Furnished,North - East,Garden/Park,Ansal API Esencia,4,4,2,Freehold,"6000"
"Sector 91, Mohali has an appealing 3 BHK flat for sale with various amenities. It is in a prime location within the Acme Eden And Emerald Court. This flat is available as a resale property. The ready to move flat in Sector 91 is all ready for sale at a low-priced budget of INR 1.20 Cr. You will find it furnished. The property is constructed with proximity to major landmarks like golf course bsf campairport road.",mohali,2200,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,3,6,1,Freehold,"6000"
"This attractive 3 BHK apartment can be found for sale in Sector 91, Mohali. This flat is situated in the Acme Eden And Emerald Court township and is equipped with premium facilities. Invest your valuable money in this flat that is for resale. This ready to move flat in Sector 91 can be availed at a reasonable price of INR 1.20 Cr. Available in furnished state, this flat is a great buy. airport road golf course bsf camp are some of the key nearby landmarks.",mohali,2200,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,4,6,1,Freehold,"6000"
"This exquisite 3 BHK Flat is offered for sale in Sector 91, Mohali. This flat is situated within the renown township of Acme Eden And Emerald Court. This apartment is a property of choice for resale. You can buy this ready to move flat in Sector 91 at a reasonable price of INR 1.20 Cr. The spacious apartment is furnished. Some nearby landmarks are golf course bsf camp airport road.",mohali,2200,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,4,6,1,Freehold,"6000"
"Up for immediate sale is a 3 BHK apartment in Sector 91, Mohali. Don't miss this bargain flat for sale. Enjoying a prime location, this property is housed in the Acme Eden And Emerald Court society. This flat for resale is the perfect property for you! This apartment ready to move in the Sector 91 is available for an attractive price of INR 1.20 Cr. This furnished flat is strategically designed with all the amenities to enhance the living experience. The property is strategically placed near prominent places as bsf campit industrial area airport road which make for the smooth living of residents.",mohali,2200,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,3,6,1,Freehold,"6000"
"Up for immediate sale is a 3 BHK apartment in Sector 91, Mohali. Don't miss this bargain flat for sale. This flat is situated in the Acme Eden And Emerald Court township and is equipped with premium facilities. Your hunt for the perfect apartment for resale comes to an end here. Located in Sector 91, this ready to move apartment is sold at a fair selling price of INR 1.20 Cr. The flat is furnished and makes for an ideal choice for any family. This 3 BHK flat boasts of being in close proximity to significant landmarks like mohali district court bsf camp airport road that enhance the overall living experience.",mohali,2200,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,6,6,1,Freehold,"6000"
"This attractive 3 BHK apartment can be found for sale in Sector 91, Mohali. It is based at Acme Eden And Emerald Court complex, that occupies a prominent place in the locality. This flat is available as a resale property. This apartment ready to move in the Sector 91 is available for an attractive price of INR 1.20 Cr. The apartment is furnished. golf course airport road it industrial area are some major landmarks near the apartment.",mohali,2200,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,3,6,1,Freehold,"6000"
"This exquisite 3 BHK Flat is offered for sale in Sector 91, Mohali. Located in the Acme Eden And Emerald Court township, the flat enjoys access to the prime spots in the city. This apartment is a property of choice for resale. Located in Sector 91, this ready to move apartment is sold at a fair selling price of INR 1.20 Cr. This premium furnished flat spells quality and comfort at a competitive price. golf course cricket stadiumairport road are some major landmarks near the apartment.",mohali,2200,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Pool, Main Road",Acme Eden and Emerald Court,3,6,1,Freehold,"6000"
"This lovely 3 BHK Flat in Morabadi, Ranchi is up for sale. Strategically situated in the Sri Ram Krishna Enclave site, it is placed at a prime location. This flat for resale is the perfect property for you! This apartment in one of the significant areas of Morabadi is ready to move, and can be purchased at the best price of INR 1.47 Cr. The flat is sold in furnished condition.",ranchi,1900,Ready to Move,4,Resale,Furnished,East,"Garden/Park, Pool",Sri Ram Krishna Enclave,4,2,408,Freehold,"6000"
"Sector 91, Mohali has an appealing 3 BHK flat for sale with various amenities. It is based at Acme Eden And Emerald Court complex, that occupies a prominent place in the locality. This apartment is a property of choice for resale. This ready to move flat located in Sector 91 is available for purchase at a fair price of INR 1.20 Cr. This contemporary apartment is furnished. The prime landmarks near this property are bsf campairport road golf course.",mohali,1750,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,3,6,1,Freehold,"6000"
"This beautiful 3 BHK Flat is available for sale in Sector 91, Mohali. Enjoying a prime location, this property is housed in the Acme Eden And Emerald Court society. This is one of the best properties available for resale. This apartment in one of the significant areas of Sector 91 is ready to move, and can be purchased at the best price of INR 1.20 Cr. This furnished flat is strategically designed with all the amenities to enhance the living experience. Some nearby landmarks are bsf campairport road judicial court.",mohali,1750,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,3,6,1,Freehold,"6000"
"Carefully laid out in the prime location of Sector 91 in Mohali, this spacious 3 BHK flat on sale is a meticulously planned project. It is in a prime location within the Acme Eden And Emerald Court. This flat is an attractive property for resale. Available at a reasonable selling price of INR 1.20 Cr, this ready to move apartment in Sector 91 is a great buy. This flat is an ideal choice because it is an furnished apartment with all basic amenities. The prime landmarks near this property are bsf campjudicial court airport road.",mohali,1700,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,3,6,1,Freehold,"6000"
"This attractive 3 BHK apartment can be found for sale in Sector 91, Mohali. It is based at Acme Eden And Emerald Court complex, that occupies a prominent place in the locality. This is a desirable apartment for resale. The ready to move flat in the prime area of Sector 91 is available at a reasonable price of INR 1.20 Cr. It is furnished to accommodate your needs. The property is constructed with proximity to major landmarks like bsf campjudicial court airport road.",mohali,1700,Ready to Move,2,Resale,Furnished,East,"Garden/Park, Main Road",Acme Eden and Emerald Court,3,6,1,Freehold,"6000"
,kolkata,2500,Ready to Move,3,Resale,Furnished,North - East,"Garden/Park, Main Road",Akankha,4,2,0,Freehold,"6029"
"3 BHK flat available for sale in Agra in the prime location of Gailana. It enjoys an excellent location within the Bibhab Heights. This flat all equipped with required facilities, is up for resale. This apartment ready to move in the Gailana is available for an attractive price of INR 1.70 Cr. Available in furnished state, this flat is a great buy. Landmarks near the apartment include near water tank.",agra,2100,Ready to Move,3,Resale,Furnished,North,Main Road,Bibhab Heights,3,2,503,Freehold,"6182"
3 BHK flat available for sale in Greater Noida in the prime location of Chuharpur Khadar. It is in a prime location within the Purvanchal Royal City. This flat for resale is just the type of property you have been searching for! This ready to move property in Chuharpur Khadar is readily available within an affordable cost of INR 1.22 Cr. This furnished flat is strategically designed with all the amenities to enhance the living experience. The prime landmarks near this property are pari chowh and highway.,greater-noida,1760,Ready to Move,10,Resale,Furnished,North - East,"Garden/Park, Pool, Main Road",Purvanchal Royal City,3,3,1,Power Of Attorney,"6193"
